field_1,Lat.y.y,Long.y.y,Community1,Region,District,Community,Village_HH,Village_ODFHist,Village_GC,rvalue_1
2843,0.388302228,9.023694,Nakpali,Northern,Zabzugu,Jabundor,93,0,U,1
2852,0.313518333,9.075577,Nakpali/Kworoli,Northern,Zabzugu,Konjado,10,1,U,1
2853,0.346732645,8.916669,Nakpali/Kworoli,Northern,Zabzugu,Korikurugu a,50,0,U,1
2854,0.346100175,8.917529,Nakpali/Kworoli,Northern,Zabzugu,Korikurugu b,48,0,U,1
2855,0.453989426,9.32394,Zabzugu,Northern,Zabzugu,Kpalgigbini Bassare Line,29,0,U,3
2856,0.460613562,9.327745,Zabzugu,Northern,Zabzugu,Kpalgigbini Kabre Line,28,0,U,3
2859,0.38225772,8.953695,Nakpali,Northern,Zabzugu,Kukpalga,60,0,U,1
2861,0.301178638,9.042817,Nakpali/Kworoli,Northern,Zabzugu,Kukuo-Hausa,9,0,U,1
2862,0.32741,9.04569,Nakpali,Northern,Zabzugu,Kukuokpanga No. 1,46,1,U,2
2865,0.389139823,9.186769,Nakpali/Kworoli,Northern,Zabzugu,Kuntumbiyili a,62,0,U,1
2866,0.389190436,9.188004,Nakpali/Kworoli,Northern,Zabzugu,Kuntumbiyili b,69,0,U,1
2867,0.331905698,8.998081,Nakpali,Northern,Zabzugu,Laribanga,45,0,U,2
2868,0.314479619,8.926738,Nakpali,Northern,Zabzugu,Maa,27,0,U,1
2882,0.318437959,8.980777,Nakpali/Kworoli,Northern,Zabzugu,Nakpali Limamfonng,287,0,U,2
2883,0.320929204,8.98102,Nakpali/Kworoli,Northern,Zabzugu,Nakpali Nayilifong,178,0,U,2
2885,0.343540395,9.082394,Nakpali/Kworoli,Northern,Zabzugu,Nlalarido,68,0,U,1
2887,0.42296314,8.974997,Nakpali/Kworoli,Northern,Zabzugu,Ntibedo,65,1,U,1
2891,0.397778582,9.168813,Nakpali/Kworoli,Northern,Zabzugu,Obgbenja- Dawundo,75,0,U,1
2893,0.29208181,9.064619,Nakpali,Northern,Zabzugu,Okudo,89,0,U,1
2896,0.35592,9.16323,Zabzugu,Northern,Zabzugu,Poagmado,116,1,U,1
2897,0.228293333,9.278005,Zabzugu,Northern,Zabzugu,Sabare 1,102,0,U,1
2902,0.322795137,9.042145,Nakpali,Northern,Zabzugu,Taabordor,21,0,U,2
2905,0.41636,9.30938,Zabzugu,Northern,Zabzugu,Tasundo No.2,36,1,U,3
2908,0.266023318,9.255008,Nakpali/Kworoli,Northern,Zabzugu,Wagado,87,0,U,1
2909,0.322069142,8.87195,Nakpali/Kworoli,Northern,Zabzugu,Waribugu a,105,0,U,1
2910,0.321766968,8.871739,Nakpali/Kworoli,Northern,Zabzugu,Waribugu b,110,0,U,1
2911,-0.214616667,10.978832,,Upper East,Bawku Municipal,Akpalamidabood (Zuuser),25,0,U,3
2912,-0.154473333,10.96172,Kuka,Upper East,Bawku Municipal,Ariziem Natinga,31,0,U,2
2913,-0.195536667,11.030038,Nakom/Zuobuliga,Upper East,Bawku Municipal,Donsin,38,0,U,3
2914,-0.169131667,10.948525,Kuka,Upper East,Bawku Municipal,Gaago,17,0,U,1
2915,-0.223471667,11.023307,Kuka Zabugu ,Upper East,Bawku Municipal,Gozesi No. 2,101,0,U,3
2916,-0.206146667,10.941472,Kuka,Upper East,Bawku Municipal,Kikashegu,150,0,U,3
2917,-0.172138333,11.011738,Kuka,Upper East,Bawku Municipal,Lalsaa,21,0,U,3
2918,-0.17244625,11.032316,Kuka,Upper East,Bawku Municipal,Megogo,67,0,U,1
2919,-0.201385,10.97593,Zabugu,Upper East,Bawku Municipal,Tinpelgo,29,0,U,1
2920,-0.22254,11.009783,Kuka Zabugu ,Upper East,Bawku Municipal,Tobiyale,101,0,U,3
2921,-0.204051667,11.036957,Nakom/Zuobuliga,Upper East,Bawku Municipal,Vokin,9,1,U,3
2922,-0.20774896,11.033937,Yomboko,Upper East,Bawku Municipal,Yomboko Vukin,21,0,U,3
2923,-0.217628333,10.981895,Kuka Zabugu ,Upper East,Bawku Municipal,Zoase,74,0,U,3
2924,-0.221236667,10.950718,Kuka Zabugu ,Upper East,Bawku Municipal,Zombo,101,0,U,1
2925,-0.22541872,11.021471,Kuka Zabgu ,Upper East,Bawku Municipal,Zonating,6,0,U,3
2926,-0.18673933,10.934756,Kuka,Upper East,Bawku Municipal,Zuuli-Bim-Nating,67,0,U,3
2927,-0.19383338,10.927093,Kuka,Upper East,Bawku Municipal,Zuuli-Bug- Nating,9,0,U,3
2928,-0.18465598,10.935988,Kuka,Upper East,Bawku Municipal,Zuuli-Narating,20,1,U,2
3046,-0.22106,11.000672,Kuka Zabugu ,Upper East,Binduri,Daagbeg,101,0,U,1
3062,-0.233015,10.986213,Zabugu,Upper East,Binduri,Kuyanating,35,0,U,1
3065,-0.237011667,10.981772,Zabugu,Upper East,Binduri,Ndee-Natinga,36,0,U,1
3435,-0.97223,10.877335,Kandiga,Upper East,Kasena Nankana West,Aganda,101,0,U,2
3436,-0.973885,10.902233,Kandiga,Upper East,Kasena Nankana West,Agugtuwom,101,0,U,2
3437,-0.974921667,10.894093,Kandiga,Upper East,Kasena Nankana West,Akokondare (Akokonder),20,1,U,3
3438,-0.980276667,10.887247,Kandiga,Upper East,Kasena Nankana West,Alinigia,101,0,U,3
3439,-0.971246667,10.902258,Kandiga,Upper East,Kasena Nankana West,Asemagea,101,0,U,2
3440,-1.100346667,10.974713,Chaina,Upper East,Kasena Nankana West,Asunia,101,1,U,3
3441,-0.961813333,10.920553,Kandiga,Upper East,Kasena Nankana West,Bagadoone,101,0,U,2
3442,-1.24541,10.83302,Nyangnia,Upper East,Kasena Nankana West,g Asiworsong,66,0,U,2
3443,-0.951298333,10.89727,Kandiga,Upper East,Kasena Nankana West,Kurugu Akurum,101,0,U,1
3444,-0.95225,10.928637,Kandiga,Upper East,Kasena Nankana West,Taampuudone,101,0,U,2
3445,-1.24566,10.83317,Nyangnia,Upper East,Kasena Nankana West,Tigugoro Bia Gugoro,35,0,U,2
3564,-0.085063333,11.033722,Nakom/Zuobuliga,Upper East,Pusiga,Atekora,21,1,U,2
3572,-0.040386667,11.046348,Sugudi/Zong-Natiga,Upper East,Pusiga,Dawari,104,0,U,2
3574,-0.098979104,11.046065,Sugudi/Zong-Natiga,Upper East,Pusiga,Gago,15,1,U,2
3577,-0.018886667,11.058433,Widana,Upper East,Pusiga,Gingre,45,0,U,2
3589,-0.145245,11.023705,Nakom/Zuobuliga,Upper East,Pusiga,Narango,72,0,U,3
3591,-0.154786667,11.073868,Kulungugu,Upper East,Pusiga,Ninkogo- Natinga,97,0,U,3
3592,-0.122396667,11.045125,Zong - Natinga,Upper East,Pusiga,Piologo,305,0,U,1
3594,-0.02030913,11.036646,Sugudi/Zong-Natiga,Upper East,Pusiga,Poanabilla,33,1,U,2
3600,-0.130508333,11.06421,Pusiga,Upper East,Pusiga,Sarating,52,0,U,3
3604,-0.127803524,11.037205,Nakom/Zuobuliga,Upper East,Pusiga,Temboogo,48,1,U,1
3606,-0.151021095,11.069667,Pusiga,Upper East,Pusiga,Terago 1,102,0,U,3
3607,-0.146310704,11.084135,Pusiga,Upper East,Pusiga,Terago 2,91,0,U,3
3608,-0.14069274,11.06922,Pusiga,Upper East,Pusiga,Tes- Natinga 1,82,0,U,3
3609,-0.148971773,11.056036,Pusiga,Upper East,Pusiga,Tes- Natinga 2,138,0,U,2
3611,-0.14573,11.07906,Pusiga,Upper East,Pusiga,Wangaransi,121,0,U,3
3612,-0.092425,11.030687,Nakom/Zuobuliga,Upper East,Pusiga,Wiidi,26,1,U,1
3617,-0.05445306,11.027817,Sugudi/Zong-Natiga,Upper East,Pusiga,Zong- Natinga,32,0,U,2
3629,-2.501759306,10.498464,Bussie ,Upper West,Daffiama Bussie,Balanie,70,0,U,2
3630,-2.563128516,10.410632,Daffiama,Upper West,Daffiama Bussie,Danchella,68,0,U,2
3631,-2.469421667,10.391297,Bussie,Upper West,Daffiama Bussie,Fiannaa-Yiri,24,1,U,2
3632,-2.566134069,10.420923,Daffiama,Upper West,Daffiama Bussie,Gurunuori,15,1,U,2
3698,-2.177834121,10.335694,Issa,Upper West,Daffiama Bussie,Jolinyiri,325,0,U,1
3699,-2.5711031,10.404782,Daffiama,Upper West,Daffiama Bussie,Konzonkala,39,1,U,2
3700,-2.3619,10.5324,Samoa ,Upper West,Daffiama Bussie,Koro,53,0,U,1
3701,-2.243546305,10.28189,Issa,Upper West,Daffiama Bussie,Kpare,389,0,U,2
3702,-2.314599684,10.383547,Issa,Upper West,Daffiama Bussie,Kperidabuo,18,1,U,2
3703,-2.566207936,10.420978,Daffiama,Upper West,Daffiama Bussie,Moyiri Zanzani,13,1,U,2
3704,-2.557909823,10.417581,Daffiama,Upper West,Daffiama Bussie,Saapare,149,0,U,2
3705,-2.321658554,10.350618,Issa,Upper West,Daffiama Bussie,Tabiese,213,0,U,1
3706,-2.376598975,10.240195,Issa,Upper West,Daffiama Bussie,Tombrownyiri,15,1,U,1
3707,-2.385231667,10.415765,Issa,Upper West,Daffiama Bussie,Wogulegiri,37,0,U,2
3708,-2.500635,10.478917,Bussie,Upper West,Daffiama Bussie,Yipaala,90,0,U,2
3721,-2.6946584,10.533617,Nadowli,Upper West,Jirapa,Zoncheari,11,1,U,3
3770,-2.688008333,10.977277,Hamile,Upper West,Lambussie Karni,Banwon,75,0,U,2
3771,-2.536959049,10.919742,Fielmua,Upper West,Lambussie Karni,Bukpal,28,1,U,1
3772,-2.674415851,10.879107,Samoa,Upper West,Lambussie Karni,Bulli,22,1,U,1
3773,-2.599444561,10.934053,Lambussie,Upper West,Lambussie Karni,Chogunuor (Chognor),36,1,U,2
3774,-2.621383333,10.967728,Fielmua,Upper West,Lambussie Karni,Gapari,43,1,U,2
3775,-2.658228063,10.827698,Lambussie,Upper West,Lambussie Karni,Gbingbala,20,0,U,2
3776,-2.650728768,10.77497,Karni,Upper West,Lambussie Karni,Girigan,62,1,U,1
3777,-2.656213333,10.900723,Lambussie,Upper West,Lambussie Karni,Kadiligo,19,1,U,1
3778,-2.658480935,10.845271,Lambussie,Upper West,Lambussie Karni,Kanguol,63,0,U,2
3779,-2.639399966,10.87303,Lambussie,Upper West,Lambussie Karni,Kohuo,35,1,U,1
3780,-2.648537554,10.793799,Lambussie,Upper West,Lambussie Karni,Nyubule (Nyubullo),20,1,U,1
3781,-2.631891667,10.86597,Lambussie,Upper West,Lambussie Karni,Piina No. 1,32,1,U,2
3782,-2.67424,10.917365,Lambussie,Upper West,Lambussie Karni,Tangpuori,34,1,U,2
3783,-2.62470334,10.886828,Lambussie ,Upper West,Lambussie Karni,Zegbeteng,12,0,U,1
3788,-2.68412016,10.723004,Karni,Upper West,Lawra,Kulkarni,64,0,U,1
3790,-2.7277,10.3437,Charikpong,Upper West,Nadowli-Kaleo,Baadabuo,26,1,U,1
3793,-2.601855,10.17316,Nadowli,Upper West,Nadowli-Kaleo,Bamaara,16,0,U,1
3794,-2.70231,10.403272,Nadowli,Upper West,Nadowli-Kaleo,Banu,36,0,U,2
3795,-2.751929773,10.303979,Charikpong,Upper West,Nadowli-Kaleo,Biire,25,1,U,1
3796,-2.738029218,10.282225,Takpo,Upper West,Nadowli-Kaleo,Bobo,13,1,U,1
3797,-2.5353683,10.185858,Kaleo,Upper West,Nadowli-Kaleo,Bogdori ,50,0,U,3
3800,-2.551541317,10.176855,Kaleo,Upper West,Nadowli-Kaleo,Buu,30,0,U,3
3801,-2.760883333,10.323208,Charikpong,Upper West,Nadowli-Kaleo,Chanchunbuli,5,1,U,1
3802,-2.741633333,10.359172,Charikpong,Upper West,Nadowli-Kaleo,Chari-Musama,13,1,U,2
3803,-2.6871,10.3204,Charikpong,Upper West,Nadowli-Kaleo,Charisombo,55,1,U,2
3805,-2.647751667,10.35308,Nadowli,Upper West,Nadowli-Kaleo,Da-Uri,13,0,U,3
3806,-2.64521,10.378008,Nadowli,Upper West,Nadowli-Kaleo,Danbaa,26,0,U,2
3808,-2.661825,10.424927,Nadowli,Upper West,Nadowli-Kaleo,Dapuori-Ganvuo,17,0,U,2
3816,-2.703715,10.419472,Nadowli,Upper West,Nadowli-Kaleo,Duuronpari,12,1,U,2
3822,-2.703708333,10.419537,Nadowli,Upper West,Nadowli-Kaleo,Gonpare,7,1,U,2
3828,-2.5349,10.2512,Sombo,Upper West,Nadowli-Kaleo,Guure (Guree),33,1,U,3
3829,-2.466863,10.223095,Jang,Upper West,Nadowli-Kaleo,Janguasi,60,0,U,3
3831,-2.6695637,10.378543,Charikpong,Upper West,Nadowli-Kaleo,Kakala,19,1,U,2
3832,-2.568855,10.192155,Nadowli,Upper West,Nadowli-Kaleo,Kaluri,80,0,U,3
3833,-2.650008333,10.426732,Nadowli,Upper West,Nadowli-Kaleo,Kandomwini,32,0,U,3
3835,-2.467041667,10.262052,Jang,Upper West,Nadowli-Kaleo,Kaniyingusi,113,0,U,2
3839,-2.766479,10.337081,Charikpong,Upper West,Nadowli-Kaleo,Konne,53,0,U,1
3843,-2.66004,10.4446,Nadowli,Upper West,Nadowli-Kaleo,Kpateriyiri,11,1,U,3
3845,-2.686455238,10.414191,Nadowli,Upper West,Nadowli-Kaleo,Kpazie Musama,15,1,U,1
3848,-2.741805174,10.27679,Takpo,Upper West,Nadowli-Kaleo,Kukulu,5,1,U,2
3856,-2.618441667,10.380313,Nadowli,Upper West,Nadowli-Kaleo,Mwawaare,37,0,U,2
3864,-2.601855,10.17316,Sankana,Upper West,Nadowli-Kaleo,Nyimbali,48,0,U,1
3867,-2.65378,10.40466,Nadowli,Upper West,Nadowli-Kaleo,Piirung-Yiri,13,1,U,2
3873,-2.69049,10.30736,Nadowli,Upper West,Nadowli-Kaleo,Sigidouri,9,1,U,1
3877,-2.628612,10.398938,,Upper West,Nadowli-Kaleo,Takyirpie,41,0,U,1
3881,-2.622248913,10.343667,Nadowli,Upper West,Nadowli-Kaleo,Vogoni,65,0,U,3
3883,-2.605041667,10.158775,Nadowli,Upper West,Nadowli-Kaleo,Yerayiri,19,0,U,1
3884,-2.713601667,10.404798,Nadowli,Upper West,Nadowli-Kaleo,Yiziiri No. 1,30,0,U,2
3885,-2.713166,10.410296,Nadowli,Upper West,Nadowli-Kaleo,Yiziiri No. 2,21,0,U,2
3887,-2.667668333,10.360675,Nadowli,Upper West,Nadowli-Kaleo,Zomwaakyiri,60,0,U,2
3900,-1.5985,10.8157,Bujan,Upper West,Sissala East,Banu,110,0,U,2
3901,-1.5627,10.8002,Bujan,Upper West,Sissala East,Bassisan,42,0,U,2
3905,-1.88478,10.421807,Funsi,Upper West,Sissala East,Halimboi Jikpie,218,0,U,1
3906,-1.67798,10.46889,Nabulo,Upper West,Sissala East,Kalaxi,18,1,U,2
3909,-1.8248,10.58734,Nabulo,Upper West,Sissala East,Nabulo,227,0,U,1
3913,-2.0612,10.3927,Wellembelle,Upper West,Sissala East,Wahabu,22,1,U,2
3914,-1.68445,10.81541,Bujan,Upper West,Sissala East,Wuru,79,0,U,1
3917,-2.111023333,10.887207,Pulima,Upper West,Sissala West,Bouti,64,0,U,2
3919,-2.63012854,10.96861,Lambussie,Upper West,Sissala West,Chabogo,45,1,U,2
3921,-2.3391,10.7213,Gwollu,Upper West,Sissala West,Dajan,13,1,U,2
3922,-2.3566,10.835,Zini,Upper West,Sissala West,Dakuma,78,1,U,1
3925,-2.228513333,10.686542,Gwollu,Upper West,Sissala West,Duwie,143,0,U,1
3936,-2.471116667,10.792302,Zini,Upper West,Sissala West,Gumo,41,1,U,1
3937,-2.3374,10.827,Zini,Upper West,Sissala West,Hiel,32,1,U,1
3939,-2.13207,10.981203,Pulima,Upper West,Sissala West,Jitong,88,0,U,1
3942,-2.3294,10.9327,Gwollu,Upper West,Sissala West,Kunni,12,1,U,2
3943,-2.2928,10.7442,Gwollu,Upper West,Sissala West,Kuntulo,100,0,U,2
3951,-2.4026,10.74,Zini,Upper West,Sissala West,Lulo,32,1,U,1
3953,-2.395025,10.799937,Zini,Upper West,Sissala West,Niator,58,0,U,1
3954,-2.568013267,10.990111,Fielmua,Upper West,Sissala West,Nimoro,19,0,U,2
3958,-2.2616,10.9327,Gwollu,Upper West,Sissala West,Panna,19,1,U,1
3961,-2.6087276,10.979608,Fielmua,Upper West,Sissala West,Puogigang (Puokuugang),28,1,U,2
3966,-2.21179,10.744545,Gwollu,Upper West,Sissala West,Timmie,66,0,U,1
3967,-2.468795,10.891937,Zini ,Upper West,Sissala West,Tiwii,315,0,U,1
3968,-2.410157614,10.763233,Zini,Upper West,Sissala West,Wasai,24,0,U,1
3971,-2.31972,10.14222,Funsi,Upper West,Wa East,Balazu,43,0,U,1
3975,-2.287,9.899,Bulenga,Upper West,Wa East,Bonaa,217,0,U,2
3977,-2.331946,10.17083,Bulenga,Upper West,Wa East,Bujeini,13,0,U,1
3979,-2.29043,9.89069,Bulenga,Upper West,Wa East,Bulezu,34,1,U,2
3997,-2.257,9.8998,Bulenga,Upper West,Wa East,Hanbanikoli,31,1,U,1
4001,-2.055,10.10528,Funsi,Upper West,Wa East,Janfiah,183,0,U,1
4011,-2.28556,10.16194,Bulenga,Upper West,Wa East,Kanbali Nadomyiri,15,0,U,1
4020,-1.794464,10.197124,Funsi,Upper West,Wa East,Kunyebin,243,0,U,1
4024,-2.32361,10.15139,Funsi,Upper West,Wa East,Morni Yiri,14,1,U,1
4033,-1.717695,10.135334,Funsi,Upper West,Wa East,Sombisi,185,0,U,2
4045,-2.3225,10.15472,Funsi,Upper West,Wa East,Zinye ,34,1,U,1
4046,-2.32222,10.14639,Funsi,Upper West,Wa East,Zinye Kunasiyiri,7,1,U,1
4061,-2.563032537,9.773602,Gurungu,Upper West,Wa West,Chogsia ,351,1,U,1
4075,-2.75582,9.70205,Wechiau,Upper West,Wa West,Dogbaripari,15,1,U,1
4076,-2.7283,10.0962,Dorimon,Upper West,Wa West,Dole,28,1,U,2
4082,-2.598563333,10.083983,Dorimon,Upper West,Wa West,Duosi,33,1,U,1
4092,-2.749488333,10.09041,Dorimon,Upper West,Wa West,Guomaali (Guoramuni),27,1,U,2
4095,-2.705108333,9.962858,Dorimon,Upper West,Wa West,Guse,21,0,U,1
4108,-2.60727,9.85583,Vieri,Upper West,Wa West,Kapuu,10,1,U,1
4120,-2.503681667,9.801503,Ga,Upper West,Wa West,Kyemoteng,14,1,U,2
4129,-2.7302,9.71543,Vieri,Upper West,Wa West,Mepkaa,20,1,U,1
4162,-2.501703333,9.817485,Ga,Upper West,Wa West,Sooereyiri (Sooleyiri),14,1,U,1
4166,-2.772718132,9.73803,Wechiau,Upper West,Wa West,Talawona,39,1,U,1
4168,-2.49231,9.83653,Ga,Upper West,Wa West,Tambile,26,1,U,1
4190,-2.62148,10.07028,Dorimon,Upper West,Wa West,Zogli,15,1,U,3
4193,0.616057,6.36669,NA,Volta,Adaklu,Ahokofikope,6,1,NR,1
4197,0.487316,6.492179,NA,Volta,Adaklu,Awanyaviwope,18,1,NR,2
4198,0.620096,6.373982,NA,Volta,Adaklu,Beglakope,8,1,NR,1
4199,0.611803,6.362194,NA,Volta,Adaklu,Bekuikope,7,1,NR,1
4200,0.619317,6.365603,NA,Volta,Adaklu,Bokorkope,7,1,NR,1
4202,0.690439,6.425558,NA,Volta,Adaklu,Fodome,5,1,NR,2
4203,0.627073,6.366413,NA,Volta,Adaklu,Gakukope,7,1,NR,2
4210,0.648215,6.443546,NA,Volta,Adaklu,Korfegah,9,1,NR,2
4211,0.496022,6.525213,NA,Volta,Adaklu,Kpedzi (New Bethel),10,1,NR,3
4216,0.556124,6.307265,NA,Volta,Adaklu,Lugbave,7,1,NR,2
4217,0.655063,6.420208,NA,Volta,Adaklu,Mangoase,8,1,NR,2
4219,0.609867,6.357706,NA,Volta,Adaklu,Togbuikope,17,1,NR,1
4225,0.68776,6.379527,NA,Volta,Adaklu,Yevukope,6,1,NR,2
4226,0.706876,6.49813,NA,Volta,Agotime Ziope,Adevukope,11,1,NR,2
4227,0.700686,6.5163,NA,Volta,Agotime Ziope,Ahiagbakope,16,1,NR,1
4228,0.718063,6.512918,NA,Volta,Agotime Ziope,Ahlihata,8,1,NR,2
4229,0.736457,6.461361,NA,Volta,Agotime Ziope,Akplaxokope,5,0,NR,1
4230,0.699066,6.493566,NA,Volta,Agotime Ziope,Amadakope,7,1,NR,1
4231,0.733829,6.567483,NA,Volta,Agotime Ziope,Amanyokope,7,1,NR,1
4233,0.715849,6.572107,NA,Volta,Agotime Ziope,Bedzokope,13,1,NR,1
4234,0.770756,6.381353,NA,Volta,Agotime Ziope,Dohia No.2,8,0,NR,1
4235,0.723558,6.552274,NA,Volta,Agotime Ziope,Kporta No.1 (Normenyokope),9,1,NR,1
4236,0.727175,6.552537,NA,Volta,Agotime Ziope,Kporta No.2 (Ahiakordekope),16,1,NR,2
4237,0.724374,6.466066,NA,Volta,Agotime Ziope,Lamankope,7,1,NR,2
4238,0.635111,6.554981,NA,Volta,Agotime Ziope,Manowoxa,6,1,NR,2
4239,0.72907,6.463552,NA,Volta,Agotime Ziope,Sabokope,5,1,NR,2
4240,0.726324,6.44305,NA,Volta,Agotime Ziope,Takuve New Town,5,0,NR,2
4241,0.727776,6.410276,NA,Volta,Agotime Ziope,Tumor,20,1,NR,2
4242,0.662091,6.551766,NA,Volta,Agotime Ziope,Vakpor,8,1,NR,2
4243,0.707019,6.470377,NA,Volta,Agotime Ziope,Vedome,17,1,NR,2
4244,0.702498,6.492517,NA,Volta,Agotime Ziope,Vodzakpo,15,1,NR,1
4245,0.716218,6.36036,NA,Volta,Agotime Ziope,Wuvega,9,1,NR,2
4246,0.763041,6.385335,NA,Volta,Agotime Ziope,Wuvi No.2,10,1,NR,1
4328,0.3265793,7.11501,Kpando,Volta,Biakoye,Fesi Kpeme,101,0,U,3
4409,0.543543333,6.766545,Norvisi,Volta,Ho Municipal,Avee Gbogame,101,0,U,2
4410,0.533747977,6.769807,Norvisi,Volta,Ho Municipal,Avee Tokor,101,0,U,2
4411,0.573068191,6.639133,Hokpeta,Volta,Ho Municipal,Hodzo-Ve,101,0,U,1
4412,0.467311415,6.61656,Norvisi,Volta,Ho Municipal,Hoe Dome,101,0,U,3
4413,0.524401569,6.790147,Norvisi,Volta,Ho Municipal,Hoe Kpele,101,0,U,1
4414,0.524393389,6.787877,Norvisi,Volta,Ho Municipal,Hoe Tokor,101,0,U,1
4415,0.552210094,6.81239,Norvisi,Volta,Ho Municipal,Klave,101,0,U,2
4416,0.446474487,6.618696,Dutasor,Volta,Ho Municipal,Klefe Achatime,101,0,U,3
4417,0.515113408,6.632604,Hokpeta,Volta,Ho Municipal,Kpenoe,101,0,U,3
4418,0.519147816,6.635129,Hokpeta,Volta,Ho Municipal,Kpenoe Norvorkorfe,101,0,U,3
4419,0.516701874,6.757821,Dutasor,Volta,Ho Municipal,Lume Atsyame,101,0,U,1
4420,0.496596666,6.74232,Dutasor,Volta,Ho Municipal,Lume Ge,101,0,U,1
4421,0.493741175,6.74207,Dutasor,Volta,Ho Municipal,Lume Kpoduave,101,0,U,2
4422,0.470791514,6.718553,Dutasor,Volta,Ho Municipal,Matse Ando,101,0,U,3
4423,0.471695349,6.701261,Dutasor,Volta,Ho Municipal,Matse Bethania,101,0,U,3
4424,0.483983836,6.699524,Dutasor,Volta,Ho Municipal,Matse Dzeve,101,0,U,3
4425,0.476144639,6.732473,Dutasor,Volta,Ho Municipal,Matse Dzokpe,101,0,U,3
4426,0.481577807,6.691243,Dutasor,Volta,Ho Municipal,Matse Have,101,0,U,3
4427,0.565302436,6.793252,Norvisi,Volta,Ho Municipal,Shia,101,0,U,2
4428,0.535287763,6.626025,Hokpeta,Volta,Ho Municipal,Takla Gbogame,101,0,U,3
4429,0.540608498,6.634891,Hokpeta,Volta,Ho Municipal,Takla Tokor,101,0,U,3
4430,0.541287451,6.709838,Norvisi,Volta,Ho Municipal,Tokokoe Agbalengor,101,0,U,2
4431,0.549928704,6.714585,Norvisi,Volta,Ho Municipal,Tokokoe Motte,101,0,U,3
4902,0.287178333,6.937178,Sovie,Volta,Kpando Municipal, Abayame,53,0,U,3
4903,0.286678333,6.934382,Sovie,Volta,Kpando Municipal, Deme,101,0,U,3
4904,0.288365,6.936422,Sovie,Volta,Kpando Municipal, Konda,101,0,U,3
4905,0.288011667,6.94734,Sovie,Volta,Kpando Municipal, Korkodzi,18,1,U,3
4906,0.285695,6.935175,Sovie,Volta,Kpando Municipal, Yorvu,28,0,U,3
4907,0.259152735,7.004485,Kpando,Volta,Kpando Municipal,Aglama,101,0,U,3
4908,0.285509342,6.932371,Sovie,Volta,Kpando Municipal,Atsame,23,1,U,3
4909,0.24558196,7.042419,Kpando,Volta,Kpando Municipal,Avetikope,101,0,U,1
4910,0.2984506,6.999264,Aveme,Volta,Kpando Municipal,Bemetornu,63,0,U,3
4911,0.2975291,7.091664,Kpando,Volta,Kpando Municipal,Dafor Tornu Agordome,101,0,U,1
4912,0.278761667,7.017593,Kpando,Volta,Kpando Municipal,Dzigbe,101,0,U,3
4913,0.316706667,7.011843,Kpando,Volta,Kpando Municipal,Dzuanti Baame,22,0,U,3
4914,0.31726093,7.011733,Kpando,Volta,Kpando Municipal,Dzuanti Flowerdome,47,0,U,3
4915,0.298633333,7.035097,Kpando,Volta,Kpando Municipal,Fesi Dzakpobi,82,0,U,3
4916,0.28936063,6.99827,Aveme,Volta,Kpando Municipal,Gboxome,34,0,U,3
4917,0.289371667,6.945213,Sovie,Volta,Kpando Municipal,Newton,64,0,U,3
4918,0.34645711,6.95207,Sovie,Volta,Kpando Municipal,Sikakrom,10,1,U,2
4919,0.26663,7.003568,Kpando,Volta,Kpando Municipal,Togorme,40,0,U,3
4920,0.285576667,6.93501,Sovie,Volta,Kpando Municipal,Tokoe,101,0,U,3
4921,0.257385002,7.004432,Kpando,Volta,Kpando Municipal,Tsitekorpe,101,0,U,3
4922,0.285586667,6.93548,Sovie,Volta,Kpando Municipal,Tudzi,101,0,U,3
4929,0.287845,7.945585,NA,Volta,Krachi East,Abongo No.2,13,0,NR,2
4930,0.301763,7.821605,NA,Volta,Krachi East,Abotanso,10,1,NR,2
4931,0.290745,7.763882,NA,Volta,Krachi East,Agodzi Akura,24,1,NR,1
4932,0.290556,7.908843,NA,Volta,Krachi East,Ataki Akura,19,1,NR,2
4933,0.329733,7.699339,NA,Volta,Krachi East,Bawa Akura,34,0,NR,2
4934,0.226718,7.947953,NA,Volta,Krachi East,Chantai Akura,7,1,NR,2
4935,0.296388,7.891955,NA,Volta,Krachi East,Gyato Akura Bignob Line,39,1,NR,2
4936,0.297652,7.89109,NA,Volta,Krachi East,Gyato Akura Chabob Line,24,1,NR,2
4937,0.357328,7.832362,NA,Volta,Krachi East,Katafua Junction,7,0,NR,2
4938,0.183117,7.919485,NA,Volta,Krachi East,Kotokujane No.1 New Town,13,1,NR,2
4939,0.181118,7.922202,NA,Volta,Krachi East,Kotokujane No.1 Old Town,23,1,NR,2
4940,0.331345,7.714457,NA,Volta,Krachi East,Kplesu Ewe Line 1,7,0,NR,2
4941,0.331548,7.7159,NA,Volta,Krachi East,Kplesu Ewe Line 2,6,0,NR,2
4942,0.329387,7.71877,NA,Volta,Krachi East,Kplesu Konkomba Line 1,12,1,NR,2
4943,0.330542,7.719785,NA,Volta,Krachi East,Kplesu Konkomba Line 2,21,0,NR,2
4944,0.324133,7.69537,NA,Volta,Krachi East,Matamanu Junction,16,1,NR,2
4945,0.305282,7.875223,NA,Volta,Krachi East,Nantwi Akura,12,0,NR,2
4946,0.290556,7.968512,NA,Volta,Krachi East,Okuma Akura,9,0,NR,2
4947,0.221923,8.071202,NA,Volta,Krachi East,Pumpi,12,1,NR,1
